Language,Phonemes
Nunggubuyu,"['c̟', 'j', 'k', 'l', 'l̪', 'm', 'n', 'n̪', 'p', 'r', 't', 't̪', 'w', 'ŋ', 'ɭ', 'ɲ̟', 'ɳ', 'ɻ', 'ʈ', 'aː', 'æ', 'ɐ', 'ɪ', 'ɯ̞']"
Alawa,"['c̟', 'j', 'k', 'l', 'm', 'mb', 'n', 'nd', 'p', 't', 'w', 'ŋ', 'ŋɡ', 'ɭ', 'ɲ̟', 'ɲ̟ʝ̟', 'ɳ', 'ɳɖ', 'ɹ', 'ɾ', 'ʈ', 'ʎ̟', 'ʔ', 'a', 'e̞', 'e̞ː', 'ɪ', 'ɯ̞', 'k͈', 'k͉', 'p͈', 'p͉', 'r', 't͈', 't͉', 'ȴ', 'ȵ', 'ȶ͈', 'ȶ͉', 'ɻ', 'ʈ͈', 'ʈ͉', 'e', 'i', 'u']"
Wik-Munkan,"['c̟', 'j', 'k', 'l', 'm', 'n', 'p', 'r', 't', 'w', 'ŋ', 'ɲ̟', 'ʔ', 'a', 'aː', 'i', 'iː', 'ɔ', 'ɔː', 'ɛ', 'ɛː', 'ʊ', 'ʊː']"
Sentani,"['f', 'h', 'j', 'k', 'm', 'n', 'p', 't', 'w', 'ɺ', 'a̟', 'e', 'i', 'u', 'ɔ', 'ə', 'ɛ']"
Washkuk,"['h', 'j', 'k', 'kʷ', 'm', 'mb', 'mbʷ', 'mʷ', 'n', 'nd', 'n̠d̠ʒ', 's', 't', 't̠ʃ', 'w', 'ŋɡ', 'ŋɡʷ', 'ɲ', 'ɸ', 'ɸʷ', 'ɾ', 'ʃ', 'ʔ', 'β', 'a', 'e', 'i', 'o̞', 'u', 'ɛ', 'ɨ']"
Asmat,"['f', 'k', 'm', 'n', 'p', 'pʷ', 's', 't', 't̠ʃ', 'w', 'ɾ', 'ʃ', 'ʝ', 'θ', 'a', 'e', 'i', 'u', 'ɔ']"
Telefol,"['b', 'd', 'f', 'h', 'j', 'k', 'kʷ', 'l', 'm', 'n', 'p', 's', 't', 'w', 'ŋ', 'ɡ', 'ʔ', '˥', '˧', 'a', 'aː', 'i', 'iː', 'u', 'uː', 'ɔː', 'ɛː']"
Gadsup,"['d', 'j', 'k', 'm', 'n', 'p', 't̻', 'ʔ', 'β', '˥', '˧˩', '˩', '˩˨', 'a̟ː', 'eː', 'i', 'oː', 'u', 'ɜ']"
Auyana,"['j', 'k', 'm', 'mː', 'n', 'nː', 'p', 't', 'w', 'ɾ', 'ʔ', '˥', '˥˩', '˩', 'aː', 'e', 'i', 'o̞', 'u', 'ə']"
Kunimaipa,"['b', 'd̪', 'k', 'l', 'm', 'n', 'p', 's', 't', 'z', 'ŋ', 'ɡ', 'ɢ', 'ɽ', 'β̞', 'a', 'e', 'i', 'u', 'ʊ']"
Selepet,"['h', 'j', 'kʰ', 'l', 'm', 'mb', 'n', 'nd', 'pʰ', 's', 'tʰ', 'w', 'ŋ', 'ŋɡ', 'ɾ', 'a', 'i', 'o', 'u', 'ɛ', 'ɶ̝']"
Nasioi,"['b', 'k', 'm', 'n', 'p', 't', 'ɾ', 'ʔ', 'a', 'aː', 'i', 'iː', 'o', 'oː', 'u', 'uː', 'ɛ', 'ɛː']"
Aleut,"['f', 'h', 'j', 'j̥', 'k', 'l', 'l̥', 'm', 'm̥', 'n', 'n̥', 'p', 'q', 'r', 't', 't̠ʃ', 'v', 'w', 'x', 'ð', 'ŋ', 'ŋ̥', 'ɣ', 'ʁ', 'ʃ', 'ʍ', 'ʒ', 'ʔ', 'β', 'χ', 'a', 'aː', 'i', 'iː', 'u', 'uː']"
Inuit,"['fː', 'h', 'k', 'kː', 'l', 'm', 'mː', 'n', 'nː', 'p', 'pː', 'q', 'qː', 's̻', 's̻ː', 't', 'tː', 'tːs', 'xː', 'ŋ', 'ŋː', 'ɣ', 'ɬː', 'ɴ', 'ɴː', 'ʁ', 'ʃ', 'ʃː', 'ʔ', 'ʝ', 'β', 'χː', 'a', 'aː', 'i', 'u', 'ɪː', 'ʊː']"
Chipewyan,"['h', 'j', 'k', 'kx', 'kxʷ', 'kʷ', 'kʷʼ', 'kʼ', 'l', 'l̥', 'm', 'n', 'p', 'r', 's', 't', 'ts', 'tsʰ', 'tsʼ', 'tx', 'tɬ', 'tɬʰ', 'tɬʼ', 'tʼ', 't̠ʃ', 't̠ʃʰ', 't̠ʃʼ', 't̪θ', 't̪θʰ', 't̪θʼ', 'x', 'xʷ', 'z', 'ð', 'ɣ', 'ɣʷ', 'ʃ', 'ʔ', 'θ', '˥', '˥˦', '˩', '˩˨', 'a', 'aː', 'ã', 'ãː', 'e', 'i', 'iː', 'ĩ', 'ĩː', 'o', 'u', 'uː', 'ũ', 'ũː', 'ɛ', 'ɛː', 'ɛ̃', 'ɛ̃ː']"
Chasta Costa,"['h', 'j', 'k', 'kʷ', 'kʷʼ', 'kʼ', 'l', 'm', 'mˀ', 'n', 'nˀ', 'p', 's', 't', 'tsʼ', 'tʰ', 'tʼ', 't̠ʃ', 't̠ʃʰ', 't̠ʃʼ', 'w', 'x', 'xʷ', 'ɣ', 'ɬ', 'ʂ', 'ʃ', 'ʈʂʼ', 'ʔ', 'a', 'aː', 'ã', 'ãː', 'e̞', 'e̞ː', 'i', 'iː', 'ĩ', 'ĩː', 'u', 'uː', 'ũ', 'ũː', 'ə']"
Hupa,"['c', 'cʰ', 'cʼ', 'h', 'hʷ', 'j', 'k', 'kʰ', 'kʼ', 'l', 'm', 'n', 'p', 'q', 'qʰ', 'qʼ', 's̻', 't', 'tɬʼ', 'tʰ', 'tʼ', 't̠ʃ', 't̠ʃʷʰ', 't̠ʃʷʼ', 't̠ʃʼ', 't̻s̻', 't̻s̻ʰ', 't̻s̻ʼ', 'w', 'x', 'xʷ', 'ŋ', 'ɬ', 'ʃ', 'ʔ', 'a', 'aː', 'e̞', 'e̞ː', 'o̞', 'o̞ː', 'ɪ']"
Navaho,"['h', 'hʷ', 'j', 'k', 'kʰ', 'kʷʰ', 'kʼ', 'l', 'm', 'n', 'p', 's', 't', 'ts', 'tsʰ', 'tsʼ', 'tɬ', 'tɬʰ', 'tɬʼ', 'tʰ', 'tʼ', 't̠ʃ', 't̠ʃʰ', 't̠ʃʼ', 'w', 'x', 'xʷ', 'z', 'ɣ', 'ɬ', 'ʃ', 'ʒ', 'ʔ', 'ˀj', 'ˀm', 'ˀn', '˥', '˩', 'a', 'aː', 'ã', 'ãː', 'iː', 'ĩː', 'oː', 'õː', 'ɔ', 'ɔ̃', 'ɛ', 'ɛː', 'ɛ̃', 'ɛ̃ː', 'ɪ', 'ɪ̃']"
Haida,"['c', 'cʰ', 'cʼ', 'dl', 'h', 'j', 'k', 'kʰ', 'kʷ', 'kʷʰ', 'kʷʼ', 'kʼ', 'l', 'm', 'n', 'p', 'pʰ', 'q', 'qʰ', 'qʷ', 'qʷʰ', 'qʷʼ', 'qʼ', 's', 't', 'tɬʰ', 'tɬʼ', 'tʰ', 'tʼ', 't̠ʃ', 't̠ʃʰ', 't̠ʃʼ', 'w', 'x', 'xʷ', 'ç', 'ŋ', 'ɬ', 'ʔ', 'ˀj', 'ˀl', 'ˀm', 'ˀn', 'ˀw', 'ˀŋ', 'χ', 'χʷ', 'a', 'i', 'ʊ']"
Squamish,"['h', 'j', 'k', 'kʷ', 'kʷʼ', 'kʼ', 'l', 'm', 'n', 'p', 'pʼ', 'q', 'qʷ', 'qʷʼ', 'qʼ', 's', 't', 'ts', 'tsʼ', 'tɬ', 'tɬʼ', 'tʼ', 't̠ʃ', 't̠ʃʼ', 'w', 'xʷ', 'ʃ', 'ʔ', 'χ', 'χʷ', 'a', 'aː', 'e', 'eː', 'o', 'oː', 'ə']"
Salish,"['b', 'd', 'dz', 'd̠ʒ', 'h', 'j', 'k', 'kʷ', 'kʷʼ', 'kʼ', 'l', 'm', 'n', 'p', 'pʼ', 'q', 'qʷ', 'qʷʼ', 'qʼ', 's', 't', 'ts', 'tsʼ', 'tɬʼ', 'tʼ', 't̠ʃ', 't̠ʃʼ', 'w', 'xʷ', 'ɡ', 'ɡʷ', 'ɬ', 'ʃ', 'ʔ', 'χ', 'χʷ', 'a', 'aː', 'eː', 'ə', 'ɪ', 'ʊ', 'ʊː']"
Nootka,"['h', 'j', 'k', 'kʷ', 'kʷʼ', 'kʼ', 'm', 'n', 'p', 'pʼ', 'q', 'qʷ', 'qʷʼ', 'qʼ', 's', 't', 'ts', 'tsʼ', 'tɬ', 'tɬʼ', 'tʼ', 't̠ʃ', 't̠ʃʼ', 'w', 'x', 'xʷ', 'ħ', 'ɬ', 'ʃ', 'ʔ', 'ʔˤ', 'ˀj', 'ˀm', 'ˀn', 'ˀw', 'χ', 'χʷ', 'a', 'aː', 'i', 'iː', 'o', 'oː', 'ɔ', 'ɔː', 'ɛ', 'ɛː', 'j̰', 'm̰', 'n̰', 't̪', 't̪ʼ', 'w̰', 'ʡ', 'eː', 'uː', 'ɪ', 'ʊ']"
Kwakiutl,"['b', 'cʰ', 'cʼ', 'd', 'dl', 'dz', 'h', 'j', 'kʷʰ', 'kʷʼ', 'l', 'l̩', 'm', 'm̩', 'n', 'n̩', 'pʰ', 'pʼ', 'qʰ', 'qʷʰ', 'qʷʼ', 'qʼ', 's', 'tsʰ', 'tsʼ', 'tɬʰ', 'tɬʼ', 'tʰ', 'tʼ', 'w', 'xʷ', 'ç', 'ħ', 'ɟ', 'ɡʷ', 'ɢ', 'ɢʷ', 'ɬ', 'ʔ', 'ˀj', 'ˀl', 'ˀm', 'ˀn', 'ˀw', 'χ', 'χʷ', 'a', 'aː', 'i', 'iː', 'u', 'uː', 'æ', 'ɔ', 'ə']"
Ojibwa,"['k', 'k͈ː', 'l', 'm', 'n', 'p', 'p͈ː', 's', 's͈ː', 't', 't̠ʃ', 't̠͈ʃː', 't͈ː', 'ʃ', 'ʃ͈ː', 'ʔ', 'a', 'aː', 'ãː', 'iː', 'ĩː', 'oː', 'õː', 'ɛː', 'ɛ̃ː', 'ɪ', 'ʊ']"
Delaware,"['h', 'hː', 'j', 'k', 'kː', 'l', 'lː', 'm', 'mː', 'n', 'nː', 'p', 'pː', 's', 't', 'tː', 't̠ʃ', 't̠ʃː', 'w', 'wː', 'x', 'ʃ', 'a', 'aː', 'ãː', 'i', 'iː', 'ĩː', 'u', 'uː', 'ũː', 'æː', 'æ̃ː', 'ɔ', 'ɔː', 'ɔ̃ː', 'ə', 'ə̃ː', 'ɛ']"
Wichita,"['j', 'k', 'kʰ', 'kʷ', 'kʷʰ', 'kʼ', 'n', 'nː', 's', 'sˀ', 'sː', 't', 'ts', 'tsʼ', 'tʰ', 'tːs', 'w', 'ɦ', 'ɾˀ', 'ʈʂʰ', 'ʔ', 'eː', 'i', 'oː', 'u', 'ɒ', 'ɒː', 'ɛ', 'ɛː']"
Dakota,"['h', 'j', 'k', 'kʰ', 'kʼ', 'm', 'n', 'p', 'pʰ', 'pʼ', 's', 'sʼ', 't', 'tʰ', 'tʼ', 't̠ʃ', 't̠ʃʰ', 't̠ʃʼ', 'w', 'x', 'xʼ', 'z', 'ɣ', 'ʃ', 'ʃʼ', 'ʒ', 'ʔ', 'a', 'ã', 'e̞', 'i', 'ĩ', 'o', 'u', 'ũ', 'ə̆']"
Seneca,"['b', 'dz', 'h', 'j', 'k', 'm', 'n', 's̻', 't', 'w', 'ʔ', 'a', 'aː', 'e', 'eː', 'i', 'iː', 'o̞', 'o̞ː', 'u', 'uː', 'æ', 'æː', 'ɔ̃', 'ɔ̃ː', 'ɛ̃', 'ɛ̃ː']"
Oneida,"['h', 'j', 'k', 'l', 'n', 's', 't', 't̠ʃ', 'ɰ', 'ʔ', 'a', 'aː', 'e̞', 'e̞ː', 'i', 'iː', 'ə̃', 'ə̃ː', 'ɤ̞', 'ɤ̞ː', 'ɯ̃', 'ɯ̃ː']"
Yuchi,"['b', 'd', 'dz', 'd̠ʒ', 'h', 'j', 'k', 'kʰ', 'kʼ', 'l', 'n', 'p', 'pʰ', 'pʼ', 's', 'sʼ', 't', 'ts', 'tsʰ', 'tsʼ', 'tʰ', 'tʼ', 't̠ʃ', 't̠ʃʰ', 't̠ʃʼ', 'w', 'ɡ', 'ɬ', 'ɬʼ', 'ɸ', 'ɸʼ', 'ʃ', 'ʃʼ', 'ʔ', 'ˀj', 'ˀl', 'ˀn', 'ˀw', 'a', 'aː', 'ã', 'ãː', 'e', 'eː', 'ẽ̞', 'ẽ̞ː', 'i', 'iː', 'o', 'oː', 'õ̞', 'õ̞ː', 'u', 'uː', 'æ', 'æː', 'æ̃', 'æ̃ː', 'ɪ̃', 'ɪ̃ː', 'ʊ', 'ʊː', 'ʊ̃', 'ʊ̃ː']"
Alabama,"['b', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 's', 't̠ʃ', 't̪', 'w', 'ɬ', 'ɸ', 'ʔ', 'a', 'aː', 'eː', 'o', 'oː', 'ɪ']"
Tunica,"['b', 'd', 'f', 'h', 'j', 'kʰ', 'l', 'm', 'n', 'pʰ', 'r', 's̻', 'tʰ', 't̠ʃʰ', 'w', 'ɡ', 'ʃ', 'ʔ', 'a', 'e', 'i', 'o', 'u', 'ɔ', 'ɛ']"
Nez Perce,"['h', 'j', 'j̰', 'k', 'kʼ', 'l̻', 'l̻̰', 'm', 'm̰', 'n', 'n̰', 'p', 'pʼ', 'qʼ', 'qχ', 's̻', 't', 'tʼ', 't̪', 't̪ʼ', 'w', 'w̰', 'x', 'ɬ', 'ʔ', 'χ', 'a', 'aː', 'iː', 'æ', 'æː', 'ɔ', 'ɔː', 'ɪ', 'ɯː', 'ɯ̞']"
Maidu,"['cʰ', 'cʼ', 'h', 'j', 'kʰ', 'kʼ', 'l', 'm', 'n', 'pʰ', 'pʼ', 's', 'tʰ', 'tʼ', 'w', 'ɓ', 'ɗ', 'ʔ', 'a', 'e̞', 'i', 'o̞', 'u', 'ɨ']"
Zoque,"['b', 'c̟', 'd', 'f', 'h', 'h̃', 'j', 'j̃', 'k', 'l', 'm', 'n', 'p', 'r', 's', 't', 'ts', 't̠ʃ', 'w', 'w̃', 'ŋ', 'ɡ', 'ɲ̟', 'ɾ', 'ʃ', 'ʔ', 'a', 'i', 'o̞', 'u', 'ɛ', 'ɤ̞̃']"
Totonac,"['h', 'j', 'k', 'kː', 'l', 'm', 'n', 'p', 'pː', 'q', 'qː', 's', 't', 'ts', 'tː', 't̠ʃ', 'w', 'ɬ', 'ʃ', 'ʔ', 'aː', 'i', 'iː', 'u', 'uː', 'ɐ']"
Chontal,"['b', 'd', 'f', 'h', 'j', 'k', 'kʼ', 'l', 'm', 'n', 'p', 'pʼ', 'r', 's', 't', 'ts', 'tsʼ', 'tʼ', 't̠ʃ', 't̠ʃʼ', 'w', 'ɡ', 'ɾ', 'ʃ', 'ʔ', 'a', 'ãː', 'e̞', 'ẽ̞ː', 'i', 'ĩː', 'o̞', 'õ̞ː', 'u', 'ũː', 'ə', 'ə̃ː']"
Tzeltal,"['b', 'd', 'f', 'h', 'j', 'kʰ', 'kʼ', 'l', 'm', 'n', 'p', 'pʼ', 'r', 's', 't', 'ts', 'tsʼ', 'tʼ', 't̠ʃ', 't̠ʃʼ', 'w', 'ɡ', 'ɾ', 'ʃ', 'ʔ', 'a', 'e̞', 'o̞', 'ɪ', 'ʊ']"
Tarascan,"['b', 'd', 'f', 'h', 'j', 'kʰ', 'k͉', 'l', 'm', 'n', 'pʰ', 'p͉', 's', 'tsʰ', 'tʰ', 't̠ʃʰ', 't̠ʃ͉', 't͉', 't͉s', 'w', 'x', 'ɡ', 'ɭ', 'ɲ', 'ʃ', 'ʔ', 'a', 'i', 'o', 'u', 'ɛ', 'ɨ˞']"
Karok,"['f', 'fː', 'h', 'j', 'k', 'kː', 'm', 'mː', 'n', 'nː', 'p', 'pː', 's', 'sː', 's̻', 's̻θ', 't', 'tː', 't̠ʃ', 't̠ːʃ', 'x', 'xː', 'ɾ', 'ʃ', 'ʃː', 'ʔ', 'β̞', '˥', '˥˦', '˩', 'a', 'aː', 'ã', 'eː', 'i', 'iː', 'ĩ', 'oː', 'ɛ', 'ʊ', 'ʊː']"
Pomo,"['b', 'd', 'f', 'h', 'j', 'k', 'kʼ', 'l', 'm', 'n', 'p', 'pʼ', 'q', 'qʼ', 's', 't', 'ts', 'tsʼ', 'tʼ', 't̪', 't̪ʼ', 'w', 'x', 'ɾ', 'ʃ', 'ʔ', 'χ', 'a', 'aː', 'ɔ', 'ɔː', 'ə', 'ɛ', 'ɛː', 'ɪ', 'ɪː', 'ʊ', 'ʊː']"
Digueno,"['j', 'k', 'kʷ', 'l', 'l̻', 'm', 'n', 'n̪', 'p', 'q', 'r', 's', 's̪', 't', 't̠ʃ', 't̪', 'w', 'x', 'xʷ', 'ɬ', 'ɬ̻', 'ɲ̟', 'ɹ', 'ʔ', 'β', 'a', 'aː', 'eː', 'oː', 'ɔ', 'ɔː', 'ə', 'ɪ', 'ʊ']"
Zuni,"['h', 'j', 'jː', 'kʰ', 'kʰː', 'kʷʰ', 'kʷʰː', 'kʷʼ', 'kʷʼː', 'kʼ', 'kʼː', 'l', 'lː', 'm', 'mː', 'n', 'nː', 'p', 'pʼ', 'pʼː', 'pː', 's', 'sː', 't', 'tsʰ', 'tsʰː', 'tsʼ', 'tsʼː', 'tʼ', 'tʼː', 'tː', 't̠ʃʰ', 't̠ʃʰː', 't̠ʃʼ', 't̠ʃʼː', 'w', 'wː', 'xh', 'ɬ', 'ɬː', 'ʃ', 'ʃː', 'ʔ', 'ʔː', 'a', 'aː', 'i', 'iː', 'u', 'uː', 'ɔ', 'ɔː', 'ɛ', 'ɛː']"
Tiwa,"['b', 'd', 'h', 'j', 'k', 'kʷ', 'kʷʼ', 'kʼ', 'l', 'm', 'n', 'p', 'pʰ', 'pʼ', 'r', 's', 't', 'tʰ', 'tʼ', 't̠ʃ', 'w', 'x', 'xʷ', 'ɡ', 'ɬ', 'ʔ', '˥', '˧', '˩', 'e', 'ẽ', 'i', 'ĩ', 'o', 'õ', 'u', 'ũ', 'ɑ', 'ɑ̃', 'ə', 'ə̃']"
Tewa,"['b', 'd', 'd̠ʒ', 'h', 'hʷ', 'j', 'k', 'kʷ', 'kʷʼ', 'kʼ', 'm', 'n', 'nʲ', 'p', 'pʼ', 's', 't', 'ts', 'tsʼ', 'tʲ', 'tʼ', 't̠ʃ', 't̠ʃʼ', 'w', 'ŋ', 'ɡ', 'ɸ', 'ɾ', 'ʃ', 'ʔ', 'β', 'θ', 'χ', 'χʷ', '˥', '˥˦', '˧', '˩', 'a̟', 'a̟ː', 'ã̟', 'ã̟ː', 'eː', 'e̞', 'i', 'iː', 'ĩ', 'oː', 'o̞', 'u', 'uː', 'ũ', 'ũː', 'æː', 'ɛ', 'ɛ̃', 'ɛ̃ː']"
Luiseno,"['h', 'j', 'k', 'kʷ', 'l', 'm', 'n', 'p', 'qʰ', 'qʷʰ', 's', 't', 't̠ʃ', 'w', 'x', 'xʷ', 'ð', 'ŋ', 'ɾ', 'ʂ', 'ʃ', 'ʔ', 'β', 'a', 'aː', 'e̞', 'e̞ː', 'o̞', 'o̞ː', 'ɨ', 'ɪ', 'ɪː', 'ʊ', 'ʊː']"
Hopi,"['h', 'j', 'j̥', 'k', 'kʷ', 'l', 'l̥', 'm', 'm̥', 'n', 'n̥', 'p', 'q', 's', 't', 'ts', 'v', 'w', 'ŋ', 'ŋʷ', 'ŋ̥', 'ɲ', 'ʍ', 'ʐ͇', 'ʔ', 'ʰk', 'ʰkʷ', 'ʰp', 'ʰq', 'ʰt', 'ʰts', 'a', 'aː', 'ă', 'a̟ː', 'i', 'iː', 'ĭ', 'ou', 'oːu', 'ŭ', 'y̆', 'ø', 'øː', 'ɛ', 'ɛ̆', 'ɤ', 'ɤː', 'ɯ̆']"
Pima,"['h', 'j', 'k', 'k͉', 'm', 'n', 'p', 'p͉', 's', 't', 't̠ʃ', 't̠ʃ͉', 't͉', 'w', 'ɲ̟', 'ɺ', 'ʂ', 'ʈ͉', 'ʔ', 'a', 'aː', 'i', 'iː', 'u', 'uː', 'ɔ', 'ɔː', 'ɨ', 'ɨː']"
Otomi,"['b', 'd', 'h', 'j', 'jˀ', 'j̥', 'k', 'kʰ', 'kʷ', 'kʷʼ', 'kʼ', 'l', 'm', 'mˀ', 'm̥', 'n', 'nˀ', 'n̥', 'p', 'pʰ', 'pʼ', 's', 't', 'tsʼ', 'tʰ', 'tʼ', 't̠ʃ', 't̠ʃʼ', 'w', 'wˀ', 'x', 'xʷ', 'z', 'ɓ', 'ɗ', 'ɡ', 'ɡʷ', 'ɸ', 'ɾ', 'ʃ', 'ʍ', 'ʔ', '˥', '˩', '˩˨', 'a', 'ã', 'e', 'i', 'ĩ', 'o', 'u', 'ũ', 'æ', 'æ̃', 'ɔ', 'ə', 'ɨ']"
Mazahua,"['h', 'j', 'j̥', 'k', 'kʰ', 'kʷ', 'kʷʰ', 'kʷʼ', 'kʼ', 'l', 'm', 'm̥', 'n', 'n̥', 'p', 'pʰ', 'r', 's', 'sʰ', 'sʼ', 't', 'ts', 'tsʰ', 'tsʼ', 'tʰ', 'tʼ', 't̠ʃ', 't̠ʃʰ', 't̠ʃʼ', 'w', 'z', 'ɓ', 'ɗ', 'ɡ', 'ɡʷ', 'ɲ', 'ɲ̥', 'ʃ', 'ʍ', 'ʒ', 'ʔ', 'ˀj', 'ˀm', 'ˀw', 'ˀɲ', '˥', '˥˦', '˩', 'a', 'ã', 'e', 'ẽ', 'i', 'ĩ', 'o', 'õ', 'u', 'ũ', 'ɔ', 'ə', 'ə̃', 'ɛ', 'ʌ']"
Mazateco,"['b', 'h', 'j', 'k', 'l', 'm', 'n', 'nd', 'ndz', 'n̠d̠ʒ', 'p', 'r', 's', 't', 'ts', 't̠ʃ', 'ð', 'ŋɡ', 'ɣ', 'ɲ̟', 'ɳɖʐ', 'ɾ', 'ʂ', 'ʈʂ', 'ʔ', 'β', '˥', '˦', '˨', '˩', 'a', 'ã', 'i', 'ĩ', 'o', 'õ', 'ɛ', 'ɛ̃']"
Mixtec,"['h', 'k', 'kʷ', 'l', 'm', 'n', 'p', 'r', 's', 't', 't̠ʃ', 'ð', 'ŋ', 'ɣ', 'ɲ', 'ʃ', 'ʒ', 'ʔ', 'β', '˥', '˧', '˩', 'a', 'ã', 'e', 'ẽ', 'i', 'ĩ', 'o', 'õ', 'u', 'ũ']"
Cayapa,"['b', 'c', 'd', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 'r', 's', 't', 'ts', 't̠ʃ', 'w', 'ŋ', 'ɟ', 'ɡ', 'ɲ̟', 'ɸ', 'ʃ', 'ʎ̟', 'ʔ', 'i', 'ɑ', 'ɛ', 'ʊ']"
Paez,"['h', 'j', 'k', 'm', 'mb', 'n', 'nd', 'ndʲ', 'nz', 'n̠ʒ', 'p', 's', 't', 'ts', 'tʲ', 't̠ʃ', 'w', 'çʲ', 'ŋɡ', 'ɣ', 'ɲ', 'ɸʲ', 'ɺ', 'ɺʲ', 'ɾ', 'ʃ', 'ʃʲ', 'ʔ', 'β', 'a', 'ã', 'i', 'ĩ', 'ĭ', 'u', 'ũ', 'ə̆', 'ɛ', 'ɛ̃']"
Itonama,"['b', 'd', 'h', 'j', 'k', 'kʼ', 'l', 'm', 'n', 'p', 's', 't', 'tʲ', 'tʼ', 't̠ʃ', 't̠ʃʼ', 'w', 'ɾ', 'ʔ', 'a', 'e', 'i', 'o', 'u', 'ɨ']"
Quechua,"['h', 'j', 'k', 'kʰ', 'kʼ', 'l', 'm', 'n', 'p', 'pʰ', 'pʼ', 'q', 'qʰ', 'qʼ', 'r', 's', 't', 'tʰ', 'tʼ', 't̠ʃ', 't̠ʃʰ', 't̠ʃʼ', 'w', 'ð', 'ɣ', 'ɲ', 'ɸ', 'ɾ', 'ʃ', 'ʎ', 'ʔ', 'β', 'a', 'ɔ', 'ɛ', 'ɪ', 'ʊ']"
Aymara,"['c', 'cʰ', 'cʼ', 'j', 'k', 'kʰ', 'kʼ', 'l', 'm', 'n', 'p', 'pʰ', 'pʼ', 'q', 'qʰ', 'qʼ', 's', 't', 'ts', 'tsʰ', 'tsʼ', 'tʰ', 'tʼ', 't̠ʃ', 't̠ʃʰ', 't̠ʃʼ', 'w', 'x', 'ŋ', 'ɲ', 'ɾ', 'ʃ', 'ʈʂ', 'ʈʂʰ', 'ʈʂʼ', 'ʎ', 'a', 'aː', 'i', 'iː', 'ɯ', 'ɯː', 'χ', 'u', 'uː', 'h', 'v', 'ç']"
Araucanian,"['j', 'k', 'l', 'l̪', 'm', 'n', 'n̪', 'p', 's', 't', 't̠ʃ', 't̪', 'w', 'ŋ', 'ɲ', 'ɸ', 'ɻ', 'ʈʂ', 'ʎ', 'θ', 'a', 'i', 'u', 'ɔ', 'ɛ', 'ɯ']"
Island Carib,"['b', 'd', 'f', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 's', 't', 't̠ʃ', 'w', 'ɡ', 'ɰ', 'ɾ', 'a', 'ã', 'e̞', 'ẽ̞', 'i', 'ĩ', 'u', 'ũ', 'ɔː', 'ɛː', 'ɤ̞', 'ɤ̞̃']"
Wapishana,"['bˀ', 'd', 'dˀ', 'h', 'kʰ', 'm', 'pʰ', 's', 'tʰ', 't̠ʃʰ', 'w', 'ɡ', 'ɲ̟', 'ɾ', 'ʃ', 'ʐ', 'ʔ', 'a', 'aː', 'ã', 'i', 'iː', 'ĩ', 'u', 'uː', 'ũ', 'ɨ', 'ɨː', 'ɨ̃']"
Goajiro,"['h', 'j', 'k', 'kː', 'm', 'mː', 'n', 'nː', 'p', 'pː', 'r', 's', 'sː', 't', 'tː', 't̠ʃ', 't̠ʃː', 'w', 'ŋ', 'ɺ', 'ɺː', 'ʃ', 'ʃː', 'ʔ', 'ʰk', 'ʰp', 'ʰt', 'ʰt̠ʃ', 'a', 'aː', 'ã', 'i', 'iː', 'ĩ', 'u', 'uː', 'ũ', 'ɔ', 'ɔː', 'ɔ̃', 'ə', 'əː', 'ə̃', 'ɛ', 'ɛː', 'ɛ̃']"
Campa,"['c̟', 'h', 'j', 'k', 'm', 'n', 'p', 's', 't', 'ts', 't̠ʃ', 'w', 'ɲ̟', 'ɾ', 'ʃ', 'ʔ', 'β', 'a', 'e', 'i', 'o']"
Moxo,"['b', 'd', 'f', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 's', 't', 'ts', 't̠ʃ', 'w', 'ŋ', 'ɲ̟', 'ɾ', 'ʃ', 'ʔ', 'β', 'a', 'i', 'u', 'ɛ']"
Amuesha,"['j', 'k', 'lʲ', 'm', 'mʲ', 'n', 'p', 'pʲ', 's', 't', 'tsʰ', 't̠ʃʰ', 't̠ʃʲʰ', 'w', 'x', 'ɣ', 'ɲ', 'ɾ', 'ʃ', 'ʈʂʰ', 'ʐ', 'ʔ', 'β', 'a', 'aː', 'e', 'eː', 'o', 'oː']"
Jivaro,"['j', 'k', 'm', 'n', 'p', 'pʼ', 's', 't', 'ts', 't̠ʃ', 'w', 'x', 'ɲ̟', 'ɾ', 'ʃ', 'ʔ', 'a', 'ã', 'i', 'ĩ', 'u', 'ũ', 'ɯ', 'ɯ̃']"
Barasano,"['b', 'd', 'h', 'j', 'k', 'p', 's', 't', 'w', 'ɡ', 'ɾ', '˥', '˩', 'a', 'ã', 'i', 'ĩ', 'o', 'õ', 'u', 'ũ', 'ɛ', 'ɛ̃', 'ɨ', 'ɨ̃']"
